Unnamed: 0,source,review_id,user_name,review_title,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,laguage_code,country_code
53,Google Play,3a2f9269-a4c1-4cf3-a684-79f049dcc0a5,Shadan khan,,Very exciting,5,0,15-11-2023 16:36,,,5.129.3,en,us
54,Google Play,22f7d4c4-7fbe-4a9d-b731-b7ceef7e3a39,Sarah,,Best app ever. Totally amazing it is like a game,5,0,15-11-2023 16:35,,,5.128.3,en,us
55,Google Play,e262d0f2-8ca8-49fb-948e-1a44d1cf84b8,Roman Kant,,Funny duo man,5,0,15-11-2023 16:34,,,5.129.3,en,us
56,Google Play,8012f974-52e1-437f-87cd-7dfc1f6321f5,Auliya Pristayudi,,oke,5,0,15-11-2023 16:34,,,5.128.3,en,us
57,Google Play,bbb4e320-1086-4d2b-93ac-3b1be8efd21f,Surya Gayathri,,Amazing,5,0,15-11-2023 16:33,,,5.128.3,en,us
58,Google Play,98fe762c-7619-4a7a-b23e-c70de4977a93,Farida Hesham,,lovely to learn a new language,5,0,15-11-2023 16:33,,,5.129.3,en,us
59,Google Play,574b49f6-15de-41ca-84e1-fbc4e669e539,neha Sharma,,This is very best app for learning,5,0,15-11-2023 16:32,,,5.65.12,en,us
60,Google Play,a838968c-78d6-4912-8bcb-1a9bd3e2ea4b,Kavita Khatik,,nice,2,0,15-11-2023 16:30,,,5.127.4,en,us
61,Google Play,201c99c8-7796-4ddc-b78c-946012bba4a8,Leon Whitham,,I cancelled my trial of super duolingo but was still charged for a year's subscription anyway. Immediately tried to cancel but this doesn't seem to be possible - and can't see a way to contact duolingo through the app. Have requested Google play to refund but they have refused even though it's within 48 hours of being charged. Previously enjoyed the app but this has left a very unpleasant impression.,1,0,15-11-2023 16:29,,,5.128.3,en,us
62,Google Play,b4477dfd-4e86-4540-a513-19b7f6afc173,Taheria Akter,,Duolingo is funn play and game this app is very good,5,0,15-11-2023 16:29,,,5.128.3,en,us
63,Google Play,02b423dc-fdbf-4ea3-a881-3fd6bdf38fc5,Ishan Deshmukh,,The best app for learning.....with the cutest animation possible,5,0,15-11-2023 16:28,,,,en,us
64,Google Play,ca1001bb-33b7-472d-9f01-de18157c759d,Pooja Shukla,,Good app,5,0,15-11-2023 16:26,,,5.128.3,en,us
65,Google Play,5e994b0f-c0b6-48f2-94db-f6fb3f95f129,Rajya Laxmi,,lt is a good app to learn languages but there are some words which can't be taken in our mind so please consider this,4,0,15-11-2023 16:26,,,5.128.3,en,us
66,Google Play,3cbd9cd7-c611-4c8e-868b-f04eb487a175,Roqaia Sherif,,احسن برنامج تعلم لغات,5,0,15-11-2023 16:26,,,5.128.3,en,us
67,Google Play,40631df2-75d6-4759-a25e-ca9f9729275a,Peter Shoferpoor (petey12709),,"Great app! Fun, engaging and a great learning device for everyone! Safe to say I passed my Spanish exams in school!",5,0,15-11-2023 16:25,,,5.128.3,en,us
68,Google Play,c5e6f709-f77c-450b-a508-7dd990e0cfe1,prakash singh,,Very good app🤗🤗🤗🤗🤗,5,0,15-11-2023 16:24,,,,en,us
69,Google Play,30680237-fab1-4fb7-b000-8a0dcae22432,Yothi Awala,,Ich habe sehr gut gelernt,5,0,15-11-2023 16:23,,,5.128.3,en,us
70,Google Play,75e5fc83-a842-4400-9fd3-10df216d532b,CHINYERE ILORA,,it is nice so far😃🤩,4,0,15-11-2023 16:23,,,5.128.3,en,us
71,Google Play,ea72c6bd-2889-479b-b834-b8ac059c48e7,JevooX,,nice,5,0,15-11-2023 16:23,,,5.126.2,en,us
72,Google Play,6ca12376-ae05-47f7-bf70-0098274e557f,Rosalynn Szebelledi,,I love it its affordable efficient and is positive 10/10,5,0,15-11-2023 16:23,,,5.129.3,en,us
73,Google Play,c064344e-6179-4f2e-95bb-3294c885e7f5,Dhirendra Singh,,best knowledge,5,0,15-11-2023 16:23,,,5.128.3,en,us
74,Google Play,43302778-9abe-40e4-93cd-32a97eb5ae10,Prabhudatta Nayak,,it's a very important aap nice aap,5,0,15-11-2023 16:22,,,5.128.3,en,us
75,Google Play,dc822b4f-13d3-4545-bca8-5bfe4c0093b3,Gunjan solanki,,exillent,5,0,15-11-2023 16:21,,,5.128.3,en,us
76,Google Play,da4439a9-1c32-4658-a9da-e617b60ea714,Sajini Anil,,Best App to study other languages,3,0,15-11-2023 16:21,,,5.125.4,en,us
77,Google Play,09804df6-8cf4-4f03-926d-b7080835070f,Rejve Hasan,,a great app for learning different kinds of language,5,0,15-11-2023 16:21,,,5.121.4,en,us
78,Google Play,165ae1ae-5ca2-43ba-b8d6-622bcdaef38a,Ali Tomaev,,"Learning a new language is hell of a task but Duo makes it so pleasent, it really helps you to put the best foot in language learning, amazing app and thank you for adding Finnish as well 🙏",5,0,15-11-2023 16:19,,,5.129.3,en,us
79,Google Play,c2cc955c-be12-4ace-82e6-7ab3bd178acf,Gleb Sapunov,,Why there's not Thai language,1,0,15-11-2023 16:17,,,5.128.3,en,us
80,Google Play,1f00142c-78d4-49bf-8ff8-84eecb21d917,Gretchen Prine,,It's a fun learning experience.,5,0,15-11-2023 16:17,,,5.128.3,en,us
81,Google Play,d71b23ec-9342-4f2c-a38c-b3ffc632c6aa,Nunuthecutebunny,,I learned so much!I love duolingo!,5,0,15-11-2023 16:15,,,5.128.3,en,us
82,Google Play,a3dfcf6c-dcf7-42b5-855f-72c694ab4eb8,Parth Sharma,,Bakvas Nahi bahut sandar kudashi download this app good rice=gohan 🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🇮🇳 I learn Japanese 🍙🍙🍙🍙🍙🍙🍙🍙 sushi,5,0,15-11-2023 16:14,,,,en,us
83,Google Play,dac88e5e-4780-459c-8e36-5a495169c75d,Bittu Chowdhury,,This is very very helpful app,4,0,15-11-2023 16:13,,,5.127.4,en,us
84,Google Play,55cc8996-5eef-43dd-a149-75fc818a58c8,Ahmad Mukhlis,,"in just 5 days,I know Hangul alphabet",5,0,15-11-2023 16:13,,,5.128.3,en,us
85,Google Play,70ce6582-fe25-470e-9de3-0182a37cf714,Primo Puthoor,,It may also help in correcting once pronunciation and may try to make some courses for regional languages of India .Overall it is the app for learning languages for free,5,0,15-11-2023 16:11,,,5.128.3,en,us
86,Google Play,5e989f7a-2940-45d6-92dd-8fc3adbf2c66,Susan Young,,"I'm really enjoying this app, I'm an oap and my memory isn't very good so the repetition and practising is good for me, I've surprised myself on how much I've learnt and have recommended it to friends, arriverderci 😊",5,0,15-11-2023 16:11,,,5.121.4,en,us
87,Google Play,ce904fdd-ff1c-4b6e-a342-373f9fc76013,Meera Pillai,,"it teaches languages really well .it's like a game ,and it's fun to learn languages.i learned german and the best part is it's free app .",4,0,15-11-2023 16:10,,,5.128.3,en,us
88,Google Play,4441a499-884a-41ae-974c-1fdd3b939362,Fiona Bristow,,Interactive and fun way to learn a new language.,5,0,15-11-2023 16:10,,,5.128.3,en,us
89,Google Play,08b0dea4-cc59-439e-b012-f11bfff1f5ad,Nneamaka Nnawo,,I love it,5,0,15-11-2023 16:08,,,5.125.4,en,us
90,Google Play,cf598331-4836-4b53-92d2-0c3e4fc73adf,daos s,,very helpful learning apps,5,0,15-11-2023 16:08,,,5.129.3,en,us
91,Google Play,0e921a5d-013b-4573-909a-747d374e79cf,Udita Sharma,,so amazing app,5,0,15-11-2023 16:08,,,5.128.3,en,us
92,Google Play,2d15b6d9-c6bf-4964-afdb-f7ff4a22b848,Yusuf,,He killed my family,1,0,15-11-2023 16:04,,,,en,us
93,Google Play,495de36f-d4ab-4049-aeab-ca96519750dc,Shahida Akter,,i like duolingo. it is a very good app.every one should download it,5,0,15-11-2023 16:04,,,5.128.3,en,us
94,Google Play,87f621d8-66c2-4038-9280-8326c585e599,Sara Lancka,,There is no language I want to learn,1,0,15-11-2023 16:03,,,,en,us
95,Google Play,7a59fb18-9cdb-4f8a-b080-181a783da56a,Generic Shelf,,"definitely the best language learning app out there, it makes learning fun. it's understandable that for a free app, you would have to pay to make the experience better, but the fact that if you make mistakes (like anyone would when learning), you have to pay for a safety net otherwise you can't keep practicing. if this wasn't the case, it would have been a five star review, as paying for things in a free app is totally reasonable & expected. despite this, this is the best language app by far.",4,0,15-11-2023 16:02,,,5.128.3,en,us
96,Google Play,ef582db4-d5e8-4649-9970-e8cdc56b4607,Mrunal Khadse,,Honestly the app is good for learning languages but the app teaches the most useless possible stuff. Like why on Earth would i go up to someone and start describing my routine?! I would recommend it but i doubt that it will not get boring over time. The learning is thanfully without interuptions though.,3,0,15-11-2023 16:01,,,5.128.3,en,us
97,Google Play,5b30109f-0be8-42c2-9fd1-26f8016155b3,Master Dialga,,"Good app for learning, It also makes learning fun.",5,0,15-11-2023 16:00,,,5.128.3,en,us
98,Google Play,387653fc-7b54-43fe-8809-326f929eafdb,Djilby Djilby,,good,5,0,15-11-2023 16:00,,,5.129.3,en,us
99,Google Play,49361b78-a7d7-4d60-9507-85c0d8457d1e,bohnert Conway,,Improving dailygreat learning tool,5,0,15-11-2023 15:59,,,5.128.3,en,us
100,Google Play,b0cdbe57-eb0c-4888-8ea8-a9f19941359b,Ролан Акжолтой уулу,,cool,5,0,15-11-2023 15:58,,,5.127.4,en,us
101,Google Play,daab5659-722c-4679-887a-bcbee5b835e6,Daniel Castro,,super fun and extremely useful,5,0,15-11-2023 15:58,,,5.129.3,en,us
102,Google Play,a0be6ede-dc90-4b11-b69d-75718cdfe187,Alo Molla,,this app is amazing 🤩👍,5,0,15-11-2023 15:58,,,5.126.2,en,us
103,Google Play,259bb117-993a-4f24-952d-b562fbf2ef3e,Noella Darko,,very nice helps me l am even at ltaly because of you guys,5,0,15-11-2023 15:58,,,5.128.3,en,us
104,Google Play,4fb637b0-429d-4bb2-ad36-1de959f8157c,asif rashid,,It's a very very fun app I ❤️ 😍 it plsss take my advice and download it,5,0,15-11-2023 15:57,,,5.128.3,en,us
105,Google Play,f11dbecb-891c-4ad8-abf2-311185ab18e6,Mayuri Senthilbose,,I am ready for my trip now i know japanese fully so arigatou( thank you) duoling,5,0,15-11-2023 15:57,,,5.127.4,en,us
106,Google Play,64c039ef-90cf-48c7-91f7-b7bef28cf713,Mishank Tandel,,very well basic course,5,0,15-11-2023 15:55,,,5.128.3,en,us
107,Google Play,1c720219-cb32-4790-b205-9a9109292dae,Thoninio Jeannot (Captain11),,Blazing Amazing,5,0,15-11-2023 15:55,,,5.121.4,en,us
108,Google Play,2120b572-fd6c-4c2f-a04e-1b3aeae7ca02,ducky,,"I like the app, it's helping me a lot with learning Russian. But I have an issue and a suggestion, the issue is that without Google Play Services speaking doesn't work at all, it just instantly counts it as a fail. And my feature request is for you to add an OLED-black version of your widget.",4,0,15-11-2023 15:55,,,,en,us
109,Google Play,0709c533-2c5c-4e35-9f5b-8865d4b403ad,ARUNA KUMARI,,super,5,0,15-11-2023 15:53,,,5.129.3,en,us
110,Google Play,0f911d46-6519-4c6e-8911-37c13da8ad09,Shadhin Gazi,,i love it so much,5,0,15-11-2023 15:53,,,5.128.3,en,us
111,Google Play,fde0b882-81ea-4981-94c8-88a8b873139a,Max,,"almost finishing 10 years and counting and I've seen Duolingo evolve and grow into a multi cultural language learning platform. I must say that bring in the sexualy liberated content is alil underwhelming for minors however, the ease of self tutelage more than compensates for this",4,0,15-11-2023 15:52,,,5.129.3,en,us
112,Google Play,0df9ec87-0f6e-48e0-962e-fcacb8fc517c,Vishal Vj,,very gooood,5,0,15-11-2023 15:51,,,5.129.3,en,us
113,Google Play,3e3e0ac2-5acb-4bce-b58e-80f4e8c3376c,Elavnu Henok,,Love 😍😍😍😍😍😍😍😘😎😂,4,0,15-11-2023 15:50,,,,en,us
114,Google Play,25c0b9ec-be68-4a03-8724-e40920bbe0cc,Nour,,So beautiful app for beginners,5,0,15-11-2023 15:50,,,5.128.3,en,us
115,Google Play,49cedcf5-c839-4002-bd86-886bd1524ba5,Sidou Trane,,👍👍👍👍👍👍👍👍👍👍👌,5,0,15-11-2023 15:50,,,5.121.4,en,us
116,Google Play,8add2927-c318-44e1-95b0-85853f5fb0ec,Nicole Tayag,,It's been easy and fun learning so far. I hope this stays the same or there's more room for improvement. Thank you.,4,0,15-11-2023 15:47,,,5.129.3,en,us
117,Google Play,b598faa7-68f5-441e-9ca2-e4bd118c6c83,Mr. Kingsley Ogbonna. C,,Great app.,4,0,15-11-2023 15:47,,,5.128.3,en,us
118,Google Play,85851258-0a31-48f1-bd6b-5e3fdd1e5043,Andres Gutierrez,,best to help me learn Spanish,5,0,15-11-2023 15:46,,,5.128.3,en,us
119,Google Play,b7da3a9e-9004-450d-a667-e470c4772e5e,Arman Gaming,,best app,5,0,15-11-2023 15:44,,,5.128.3,en,us
120,Google Play,3b5679c7-fe32-4bea-8193-ed44ba092b95,Rasheede रशीदी,,Very smart app,5,0,15-11-2023 15:44,,,5.125.4,en,us
121,Google Play,99fb47fa-80f1-4a77-98fa-206b413db262,Night Fury,,The easiest and most fun way to learn a language that I have tried so far!,5,0,15-11-2023 15:43,,,5.128.3,en,us
122,Google Play,7c085f26-ddac-42be-828b-0ef715465bf5,rabaka sultana ummi,,good,5,0,15-11-2023 15:43,,,5.128.3,en,us
123,Google Play,0bad6593-7914-41cc-a6f0-8620dd5fc0ec,Mohd shafi Mohd shafi,,It's amazing but l had it 4 stars because this is bored game,4,0,15-11-2023 15:42,,,,en,us
124,Google Play,b032ff5c-ecc4-43fd-96c5-902aadfc2d91,Abdur Razzaque,,good 👍 app seen ever 5 star,5,0,15-11-2023 15:41,,,5.128.3,en,us
125,Google Play,f146262f-331b-4c7a-a2d5-b7f70ce5b688,Sohil Sheikh,,this app is amazing,3,0,15-11-2023 15:40,,,5.128.3,en,us
126,Google Play,ff045bcf-2db5-4ff3-a783-cb41bd7109cd,Marisa Gallegos,,so fun and easy I love this app I recommend it for anyone I'm learning Spanish but plan to use it for different languages as well.,5,0,15-11-2023 15:39,,,5.128.3,en,us
127,Google Play,94bad161-ecac-49f6-900b-14f6dcbc31a7,kevin goewam,,"One of the best learning apps I have ever seen. So easy and fun, just as if you are playing a game but learning effectively. Thank you very much for the app.",5,0,15-11-2023 15:38,,,5.101.7,en,us
128,Google Play,bbb876aa-6f3e-48e1-bc22-bb4773e97094,deepak bhargava,,nice learning algorithm.,5,0,15-11-2023 15:37,,,5.128.3,en,us
129,Google Play,f20fc233-bade-47fa-8dc8-5b23aee44b2e,Shobha Khatoon,,this is a very nice 👍 app for English learning,2,0,15-11-2023 15:36,,,5.128.3,en,us
130,Google Play,224c8b30-38ca-4444-baa4-4e9eb3888db8,Anas Anas,,I install this app and i quickly uninstall it because a feature of Spanish language for Arabic speakers doesn't available ! 😞,2,0,15-11-2023 15:36,,,5.70.4,en,us
131,Google Play,b5626cc3-fa8c-424e-bfe3-fb87b8c0eda3,Malak El kaddouri,,Nice hhh,5,0,15-11-2023 15:35,,,5.127.4,en,us
132,Google Play,ed5f92fe-a094-44e8-85e0-3c3abe36105f,R K RATHOUR,,super,5,0,15-11-2023 15:35,,,5.128.3,en,us
133,Google Play,b9705549-0fe8-4aa6-8f0c-37f09d64db2d,Samma Kammal,,شكرا لهذا التطبيق,4,0,15-11-2023 15:34,,,5.126.2,en,us
134,Google Play,f5c08c81-8789-4cb0-847a-45c7e01b7dee,RAHAT JALIL,,this is very good app,4,0,15-11-2023 15:34,,,5.128.3,en,us
135,Google Play,6f08fc18-7c40-4e7f-844a-613c7337a531,Deepak Mishra,,amazing!!,5,0,15-11-2023 15:34,,,5.122.3,en,us
136,Google Play,64b0eb5c-cc06-4104-b5a1-49708edd3c83,Sawud Sawud,,This app is very nice because I am no English but that is me English speak so app is very best 😊😊😊😊,5,0,15-11-2023 15:30,,,5.128.3,en,us
137,Google Play,f2210a3a-0589-49fc-b5a9-de9145293abe,Tay the Zorrpandchéga,,It doesn't offer to learn any Sign language,4,0,15-11-2023 15:29,,,,en,us
138,Google Play,3a49d802-3837-4e25-afcd-09ae85df8c71,Md. Moin Uddin Rakib,,amaging app!! recommend for all🙂,5,0,15-11-2023 15:28,,,5.128.3,en,us
139,Google Play,a1e6262b-6302-452e-8603-d8f7b78221a8,Angad Singh,,great learning experience sofar,5,0,15-11-2023 15:27,,,5.129.3,en,us
140,Google Play,22e8f131-cb9a-4e86-8361-2b0376f69976,Shamy,,"After recent update the app screen keeps loading after finishing the last exercise of every level , which is costing me the boost which we usually get at the last exercise of a level. I hope you fix this soon",3,0,15-11-2023 15:27,,,,en,us
141,Google Play,c546c5d7-f6f2-4e70-a6fb-b0e1718f9df9,Mohmad Azlan,,thank you,5,0,15-11-2023 15:27,,,5.127.4,en,us
142,Google Play,4e2b8e6f-4cec-4467-ab92-f61055bc65a5,Duprees George,,it's really helpful to me and it's way much fun learning this way,5,0,15-11-2023 15:26,,,5.128.3,en,us
143,Google Play,774640e3-aa18-4a22-a8c9-32c0b81ec99c,Mars,,it really does help to learn a new language!!,5,0,15-11-2023 15:25,,,5.128.3,en,us
144,Google Play,86878c20-0244-41c2-8f81-b72871451c48,Abdul Aziz Setiawan,,I've subscribed but it doesn't work,1,0,15-11-2023 15:24,,,5.129.3,en,us
145,Google Play,db8b42d5-37bb-416b-bb30-802cf5ac81a9,Kantesh Saini,,Very very easy language app,5,0,15-11-2023 15:24,,,5.128.3,en,us
146,Google Play,934e8362-f2ef-4120-8e09-7ad0d4e17653,Ousman Jammeh,,Duolingo is by far the best language app I've used.🙌🏿,5,0,15-11-2023 15:23,,,5.129.3,en,us
